kata,aspek,sentimen
sangat,pelayanan,negatif
kering,pelayanan,negatif
staf,pelayanan,negatif
sangat,pelayanan,negatif
bantu,pelayanan,negatif
tempat,pelayanan,negatif
penuh,pelayanan,negatif
kamar,pelayanan,negatif
sisa,pelayanan,negatif
datang,pelayanan,negatif
kelompok,pelayanan,negatif
11,pelayanan,negatif
orang,pelayanan,negatif
bantu,pelayanan,negatif
beri,pelayanan,negatif
meja,pelayanan,negatif
ingin,pelayanan,negatif
ambil,pelayanan,negatif
kamar,pelayanan,negatif
dengan,pelayanan,negatif
minimum,pelayanan,negatif
pesan,pelayanan,negatif
kenapa,pelayanan,negatif
bisa,pelayanan,negatif
habis,pelayanan,negatif
total,pelayanan,negatif
kopi,pelayanan,negatif
rata,pelayanan,negatif
rata,pelayanan,negatif
hanya,pelayanan,negatif
per,pelayanan,negatif
cangkir,pelayanan,negatif
tempat,pelayanan,negatif
sangat,pelayanan,negatif
rekomendasi,pelayanan,negatif
selalu,pelayanan,negatif
pergi,pelayanan,negatif
tanamera,pelayanan,negatif
kopi,pelayanan,negatif
jakarta,pelayanan,negatif
pernah,pelayanan,negatif
dapat,pelayanan,negatif
alam,pelayanan,negatif
jakarta,pelayanan,negatif
sangat,pelayanan,negatif
bantu,pelayanan,negatif
ramah,pelayanan,negatif
begitu,pelayanan,negatif
sombong,pelayanan,negatif
jawab,pelayanan,negatif
langgan,pelayanan,negatif
keluarga,pelayanan,negatif
tanamera,pelayanan,negatif
graha,pelayanan,negatif
asli,pelayanan,negatif
layan,pelayanan,negatif
guna,pelayanan,negatif
tempat,pelayanan,negatif
penuh,pelayanan,negatif
hanya,pelayanan,negatif
ruang,pelayanan,negatif
tinggal,pelayanan,negatif
datang,pelayanan,negatif
grup,pelayanan,negatif
11,pelayanan,negatif
orang,pelayanan,negatif
mereka,pelayanan,negatif
bantu,pelayanan,negatif
beri,pelayanan,negatif
suatu,pelayanan,negatif
meja,pelayanan,negatif
ingin,pelayanan,negatif
ambil,pelayanan,negatif
ruang,pelayanan,negatif
dengan,pelayanan,negatif
suatu,pelayanan,negatif
minimum,pelayanan,negatif
pesan,pelayanan,negatif
1,pelayanan,negatif
juta,pelayanan,negatif
bagaimana,pelayanan,negatif
datang,pelayanan,negatif
bisa,pelayanan,negatif
habis,pelayanan,negatif
1,pelayanan,negatif
juta,pelayanan,negatif
total,pelayanan,negatif
the,pelayanan,negatif
kopi,pelayanan,negatif
hanya,pelayanan,negatif
35k,pelayanan,negatif
per,pelayanan,negatif
cangkir,pelayanan,negatif
rata,pelayanan,negatif
tempat,pelayanan,negatif
so,pelayanan,negatif
tidak,pelayanan,negatif
rekomendasi,pelayanan,negatif
selalu,pelayanan,negatif
pergi,pelayanan,negatif
kepada,pelayanan,negatif
tanamera,pelayanan,negatif
kopi,pelayanan,negatif
jakarta,pelayanan,negatif
tidak,pelayanan,negatif
pernah,pelayanan,negatif
dapat,pelayanan,negatif
alam,pelayanan,negatif
hidup,pelayanan,negatif
jakarta,pelayanan,negatif
mereka,pelayanan,negatif
re,pelayanan,negatif
sangat,pelayanan,negatif
guna,pelayanan,negatif
hangat,pelayanan,negatif
ramah,pelayanan,negatif
tidak,pelayanan,negatif
so,pelayanan,negatif
arogan,pelayanan,negatif
di,pelayanan,negatif
answering,pelayanan,negatif
langgan,pelayanan,negatif
hidup,pelayanan,negatif
ini,pelayanan,negatif
tanamera,pelayanan,negatif
graha,pelayanan,negatif
layan,pelayanan,positif
bagus,pelayanan,positif
ramah,pelayanan,positif
punya,pelayanan,positif
selera,pelayanan,positif
bagus,pelayanan,positif
kopi,rasa,positif
makan,rasa,positif
enak,rasa,positif
tempat,umum,netral
sibuk,umum,netral
semangat,umum,netral
erti,umum,netral
sekarang,umum,netral
orang,umum,netral
orang,umum,netral
mudah,umum,netral
marah,umum,netral
dapat,umum,netral
kursi,umum,netral
tapi,umum,netral
hei,umum,netral
ayo,umum,netral
lah,umum,netral
orang,umum,netral
orang,umum,netral
jadi,umum,netral
nyata,umum,netral
datang,umum,netral
layan,umum,netral
tempat,umum,netral
keren,umum,netral
apa,umum,netral
bisa,umum,netral
kata,umum,netral
sibuk,umum,netral
jadi,umum,netral
jadi,umum,netral
lah,umum,netral
keren,umum,netral
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
temu,kenyamanan,positif
teman,kenyamanan,positif
kolega,kenyamanan,positif
rekomendasi,kenyamanan,positif
suasana,umum,positif
senang,umum,positif
kopi,rasa,positif
enak,rasa,positif
baik,umum,positif
makan,rasa,negatif
buruk,rasa,negatif
butuh,rasa,negatif
waktu,rasa,negatif
satu,rasa,negatif
jam,rasa,negatif
layan,rasa,negatif
hanya,rasa,negatif
mes,rasa,negatif
induk,rasa,negatif
1,rasa,negatif
camil,rasa,negatif
pertama,rasa,negatif
beras,rasa,negatif
buntut,rasa,negatif
bakar,rasa,negatif
jimbaran,rasa,negatif
beras,rasa,negatif
benar,rasa,negatif
benar,rasa,negatif
kering,rasa,negatif
buntut,rasa,negatif
bagi,rasa,negatif
besar,rasa,negatif
diri,rasa,negatif
tulang,rasa,negatif
dua,rasa,negatif
spaghetti,rasa,negatif
steak,rasa,negatif
hache,rasa,negatif
kata,rasa,negatif
rasa,rasa,negatif
aglio,rasa,negatif
olio,rasa,negatif
pasta,rasa,negatif
hambar,rasa,negatif
steak,rasa,negatif
terlalu,rasa,negatif
kecil,rasa,negatif
rasa,rasa,negatif
makan,rasa,negatif
mie,rasa,negatif
instan,rasa,negatif
makan,rasa,negatif
ringan,rasa,negatif
cumi,rasa,negatif
rasa,rasa,negatif
begitu,rasa,negatif
kembali,rasa,negatif
minum,rasa,negatif
kopi,rasa,negatif
tidak,rasa,negatif
makan,rasa,negatif
layan,rasa,negatif
keri,rasa,negatif
buah,umum,positif
kafe,umum,positif
arsitektur,umum,positif
dalam,umum,positif
keren,umum,positif
selalu,umum,positif
ramai,umum,positif
jadi,umum,positif
bising,umum,positif
bukan,umum,positif
tempat,umum,positif
tepat,umum,positif
obrol,umum,positif
kecil,umum,positif
teman,umum,positif
mereka,rasa,positif
saji,rasa,positif
kopi,rasa,positif
enak,rasa,positif
masakan,rasa,positif
mantap,rasa,positif
suka,rasa,positif
kopi,rasa,positif
nyaman,kenyamanan,positif
putih,umum,positif
datar,umum,positif
panas,umum,positif
parkir,umum,positif
luas,umum,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
cukup,kenyamanan,positif
nyaman,kenyamanan,positif
sedikit,kenyamanan,positif
sisi,kenyamanan,positif
bising,kenyamanan,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
suasana,kenyamanan,positif
senang,kenyamanan,positif
makan,rasa,positif
enak,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
minum,kenyamanan,positif
cangkir,kenyamanan,positif
kopi,kenyamanan,positif
milik,rasa,positif
salah,rasa,positif
satu,rasa,positif
kopi,rasa,positif
karamel,rasa,positif
baik,rasa,positif
kota,rasa,positif
adalah,umum,negatif
tempat,umum,negatif
tepat,umum,negatif
saya,umum,negatif
nyaman,umum,negatif
terlalu,umum,negatif
ramai,umum,negatif
tidak,umum,negatif
mudah,umum,negatif
temu,umum,negatif
tempat,umum,negatif
duduk,umum,negatif
sini,umum,negatif
menu,umum,negatif
kopi,umum,negatif
buat,umum,negatif
batas,umum,negatif
otentik,umum,negatif
menu,umum,negatif
makan,umum,negatif
beda,umum,negatif
cabang,umum,negatif
cabang,umum,negatif
jakarta,umum,negatif
tempat,umum,positif
bagus,umum,positif
tongkrong,umum,positif
teman,umum,positif
manajemen,pelayanan,negatif
buruk,pelayanan,negatif
staf,pelayanan,negatif
layan,pelayanan,negatif
makan,pelayanan,negatif
datang,pelayanan,negatif
lebih,pelayanan,negatif
belum,pelayanan,negatif
kopi,pelayanan,negatif
tunggu,pelayanan,negatif
lama,pelayanan,negatif
menit,pelayanan,negatif
cangkir,pelayanan,negatif
putih,pelayanan,negatif
rata,pelayanan,negatif
memberitahu,pelayanan,negatif
layan,pelayanan,negatif
beda,pelayanan,negatif
masalah,pelayanan,negatif
dan,pelayanan,negatif
seperti,pelayanan,negatif
peduli,pelayanan,negatif
kedai,rasa,netral
kopi,rasa,netral
cukup,rasa,netral
ramai,rasa,netral
pilih,rasa,netral
kopi,rasa,netral
bagus,rasa,netral
americano,rasa,netral
lebih,rasa,netral
rasa,rasa,netral
buah,rasa,netral
tidak,rasa,netral
terlalu,rasa,netral
suka,rasa,netral
pilih,rasa,netral
camil,rasa,netral
bagus,rasa,netral
sedia,rasa,netral
putih,rasa,positif
dingin,rasa,positif
nya,rasa,positif
tanamera,rasa,positif
baik,rasa,positif
mantap,rasa,positif
telah,umum,netral
suasana,umum,netral
bagus,umum,netral
layan,umum,netral
ramah,umum,netral
tidak,umum,netral
terlalu,umum,netral
cocok,umum,netral
obrol,umum,netral
teman,umum,netral
musik,umum,netral
hidup,umum,netral
terlalu,umum,netral
berisik,umum,netral
tempat,umum,netral
enak,umum,netral
kopi,rasa,positif
baik,rasa,positif
makan,rasa,positif
enak,rasa,positif
tempat,umum,positif
tongkrong,umum,positif
obrol,umum,positif
sangat,umum,positif
rekomendasi,umum,positif
teman,umum,positif
kolega,umum,positif
satu,umum,positif
minus,umum,positif
milik,umum,positif
alam,umum,positif
buruk,umum,positif
saya,umum,positif
pergi,umum,positif
sana,umum,positif
kasir,umum,positif
salah,umum,positif
hitung,umum,positif
jumlah,umum,positif
barang,umum,positif
periksa,umum,positif
anda,umum,positif
pergi,umum,positif
lantai,kenyamanan,negatif
sangat,kenyamanan,negatif
panas,kenyamanan,negatif
nyala,kenyamanan,negatif
1,kenyamanan,negatif
dingin,kenyamanan,negatif
ruang,kenyamanan,negatif
lama,kenyamanan,negatif
hari,kenyamanan,negatif
panas,kenyamanan,negatif
kopi,rasa,netral
yang,rasa,netral
istimewa,rasa,netral
makan,rasa,netral
tidak,rasa,netral
begitu,rasa,netral
baik,rasa,netral
mahal,harga,negatif
kelas,harga,negatif
rasa,harga,negatif
standar,harga,negatif
suasana,umum,positif
hebat,umum,positif
kopi,rasa,positif
enak,rasa,positif
harga,harga,netral
jangkau,harga,netral
salah,umum,positif
satu,umum,positif
rantai,umum,positif
kopi,umum,positif
baik,umum,positif
indonesia,umum,positif
tempat,umum,positif
bagus,umum,positif
santa,umum,positif
kopi,rasa,positif
enak,rasa,positif
bisa,umum,positif
lumayan,umum,positif
ramai,umum,positif
banyak,umum,positif
anak,umum,positif
muda,umum,positif
tempat,umum,positif
bagus,umum,positif
kecil,umum,positif
sulit,umum,positif
dapat,umum,positif
meja,umum,positif
grup,umum,positif
besar,umum,positif
mes,umum,positif
kamar,umum,positif
pribadi,umum,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
saji,rasa,positif
kopi,rasa,positif
enak,rasa,positif
bahkan,umum,positif
milik,umum,positif
ben,umum,positif
langsung,umum,positif
bagus,umum,positif
layan,rasa,negatif
kendali,rasa,negatif
produk,rasa,negatif
mes,rasa,negatif
jus,rasa,negatif
segar,rasa,negatif
hari,rasa,negatif
datang,rasa,negatif
jus,rasa,negatif
jeruk,rasa,negatif
rasa,rasa,negatif
kayak,rasa,negatif
jus,rasa,negatif
jeruk,rasa,negatif
kota,rasa,negatif
terlalu,harga,netral
mahal,harga,netral
kopi,rasa,positif
enak,rasa,positif
cukup,harga,negatif
mahal,harga,negatif
makan,rasa,netral
kopi,rasa,netral
biasa,rasa,netral
suka,umum,positif
arsitektur,umum,positif
suasana,umum,positif
layan,pelayanan,positif
bagus,pelayanan,positif
tape,rasa,positif
goreng,rasa,positif
coba,rasa,positif
imbang,rasa,positif
nasi,rasa,positif
goreng,rasa,positif
hitam,rasa,positif
tempat,kenyamanan,positif
tongkrong,kenyamanan,positif
nyaman,kenyamanan,positif
bahkan,kenyamanan,positif
langsung,kenyamanan,positif
musik,kenyamanan,positif
lebih,kenyamanan,positif
nyaman,kenyamanan,positif
kopi,rasa,positif
enak,rasa,positif
tempat,umum,positif
bagus,umum,positif
habis,umum,positif
sama,umum,positif
akan,kenyamanan,netral
sangat,kenyamanan,netral
senang,kenyamanan,netral
rokok,kenyamanan,netral
nyaman,kenyamanan,netral
area,kenyamanan,netral
ruang,kenyamanan,netral
kopi,rasa,positif
enak,rasa,positif
tempat,umum,positif
indah,umum,positif
area,umum,positif
parkir,umum,positif
luas,umum,positif
layan,pelayanan,positif
hebat,pelayanan,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
bagus,kenyamanan,positif
harga,harga,netral
kafe,harga,netral
elit,harga,netral
selalu,umum,positif
ramai,umum,positif
tempat,umum,positif
tongkrong,umum,positif
saran,umum,positif
tempat,umum,positif
bagus,umum,positif
tongkrong,umum,positif
temu,umum,positif
orang,umum,positif
makan,rasa,positif
kopi,rasa,positif
enak,rasa,positif
adalah,umum,positif
tempat,umum,positif
bagus,umum,positif
arsitektur,umum,positif
sederhana,umum,positif
milik,rasa,positif
salah,rasa,positif
satu,rasa,positif
kopi,rasa,positif
baik,rasa,positif
surabaya,rasa,positif
baru,pelayanan,negatif
kunjung,pelayanan,negatif
sana,pelayanan,negatif
bawa,pelayanan,negatif
pergi,pelayanan,negatif
tanya,pelayanan,negatif
tanya,pelayanan,negatif
lihat,pelayanan,negatif
layan,pelayanan,negatif
pakai,pelayanan,negatif
masker,pelayanan,negatif
laku,pelayanan,negatif
bayar,pelayanan,negatif
kemudian,pelayanan,negatif
buat,pelayanan,negatif
minum,pelayanan,negatif
kami,pelayanan,negatif
minta,pelayanan,negatif
pakai,pelayanan,negatif
masker,pelayanan,negatif
hanya,pelayanan,negatif
kata,pelayanan,negatif
kena,pelayanan,negatif
flu,pelayanan,negatif
bisa,pelayanan,negatif
pakai,pelayanan,negatif
masker,pelayanan,negatif
tuhan,pelayanan,negatif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
staf,pelayanan,positif
ramah,pelayanan,positif
tentu,rasa,positif
kopi,rasa,positif
enak,rasa,positif
tempat,umum,positif
sangat,umum,positif
bagus,umum,positif
gaul,umum,positif
teman,umum,positif
teman,umum,positif
makan,rasa,positif
layak,rasa,positif
kopi,rasa,positif
enak,rasa,positif
kopi,rasa,positif
enak,rasa,positif
rasa,rasa,positif
enak,rasa,positif
layan,pelayanan,positif
baik,pelayanan,positif
saji,rasa,positif
hidang,rasa,positif
barat,rasa,positif
suka,rasa,positif
selera,rasa,positif
makan,rasa,positif
indonesia,rasa,positif
cina,rasa,positif
tempat,umum,positif
bagus,umum,positif
tempat,rasa,positif
bagus,rasa,positif
kopi,rasa,positif
enak,rasa,positif
tempat,kenyamanan,positif
bagus,kenyamanan,positif
nyaman,kenyamanan,positif
tempat,umum,positif
bagus,umum,positif
kopi,umum,positif
milik,rasa,positif
dingin,rasa,positif
buat,rasa,positif
benar,rasa,positif
benar,rasa,positif
hebat,rasa,positif
favorit,rasa,positif
adalah,rasa,positif
karamel,rasa,positif
putih,rasa,positif
dingin,rasa,positif
kelapa,rasa,positif
cinta,rasa,positif
kopi,rasa,positif
anda,rasa,positif
harus,rasa,positif
cicip,rasa,positif
kopi,rasa,positif
utama,rasa,positif
aceh,rasa,positif
americano,rasa,positif
espresso,rasa,positif
juga,rasa,positif
bagus,rasa,positif
kopi,rasa,netral
biasa,rasa,netral
aja,rasa,netral
tempat,umum,positif
enak,umum,positif
gaul,umum,positif
luar,umum,positif
harga,harga,netral
tidak,harga,netral
murah,harga,netral
rasa,rasa,positif
kopi,rasa,positif
enak,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
layan,pelayanan,positif
hangat,pelayanan,positif
tempat,umum,positif
sangat,umum,positif
bagus,umum,positif
santa,umum,positif
kopi,rasa,positif
baik,rasa,positif
kota,rasa,positif
makan,rasa,positif
enak,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
mana,kenyamanan,positif
dapat,kenyamanan,positif
nikmat,kenyamanan,positif
waktu,kenyamanan,positif
minum,kenyamanan,positif
kopi,kenyamanan,positif
begitu,kenyamanan,positif
indah,kenyamanan,positif
tempat,umum,positif
bagus,umum,positif
kumpul,umum,positif
teman,umum,positif
teman,umum,positif
suka,rasa,positif
kopi,rasa,positif
ramah,pelayanan,positif
kopi,rasa,positif
enak,rasa,positif
makan,rasa,positif
baik,rasa,positif
tempat,umum,positif
bagus,umum,positif
staf,pelayanan,positif
sangat,pelayanan,positif
bagus,pelayanan,positif
bantu,pelayanan,positif
agak,harga,netral
mahal,harga,netral
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
tempat,umum,positif
dingin,umum,positif
baik,umum,positif
kumpul,umum,positif
teman,umum,positif
yang,umum,positif
baik,umum,positif
selalu,umum,positif
jadi,umum,positif
dingin,umum,positif
putih,umum,positif
aku,umum,positif
tempat,umum,positif
bagus,umum,positif
minum,umum,positif
kopi,umum,positif
suasana,umum,positif
bagus,umum,positif
kumpul,umum,positif
teman,umum,positif
keluarga,umum,positif
elegan,umum,netral
modern,umum,netral
meski,umum,netral
mudah,umum,netral
nikmat,umum,netral
cakap,umum,netral
volume,umum,netral
speaker,umum,netral
terlalu,umum,netral
keras,umum,netral
buka,umum,netral
awal,umum,netral
jam,umum,netral
pagi,umum,netral
tengah,umum,netral
malam,umum,netral
kopi,rasa,positif
makan,rasa,positif
sarap,rasa,positif
enak,rasa,positif
hanya,pelayanan,negatif
atau,pelayanan,negatif
ada,pelayanan,negatif
orang,pelayanan,negatif
yang,pelayanan,negatif
pikir,pelayanan,negatif
layan,pelayanan,negatif
lambat,pelayanan,negatif
kopi,rasa,positif
enak,rasa,positif
makan,rasa,positif
lezat,rasa,positif
staf,pelayanan,positif
sangat,pelayanan,positif
ramah,pelayanan,positif
tempat,umum,positif
bagus,umum,positif
makan,rasa,negatif
kecewa,rasa,negatif
saya,rasa,negatif
temu,rasa,negatif
hela,rasa,negatif
rambut,rasa,negatif
makan,rasa,negatif
kopi,rasa,negatif
lumayan,rasa,negatif
suka,rasa,positif
dingin,rasa,positif
buat,rasa,positif
suka,umum,positif
dingin,umum,positif
buat,umum,positif
tempat,umum,positif
bagus,umum,positif
gaul,umum,positif
teman,umum,positif
teman,umum,positif
kafe,umum,netral
luar,umum,netral
ruang,umum,netral
sedia,umum,netral
jarak,umum,netral
sosial,umum,netral
mungkin,umum,netral
kopi,rasa,positif
makan,rasa,positif
musik,rasa,positif
langsung,rasa,positif
sempurna,rasa,positif
tempat,kenyamanan,positif
bagus,kenyamanan,positif
nyaman,kenyamanan,positif
warung,rasa,positif
kopi,rasa,positif
baru,rasa,positif
surabaya,rasa,positif
putih,rasa,positif
dingin,rasa,positif
adalah,rasa,positif
baik,rasa,positif
tempat,umum,positif
bagus,umum,positif
kopi,rasa,netral
enak,rasa,netral
bukan,rasa,netral
makan,rasa,netral
tempat,kenyamanan,positif
sangat,kenyamanan,positif
nyaman,kenyamanan,positif
kumpul,kenyamanan,positif
cangkir,kenyamanan,positif
kopi,kenyamanan,positif
tempat,umum,positif
bagus,umum,positif
suasana,umum,positif
bagus,umum,positif
tempat,umum,positif
bagus,umum,positif
makan,umum,positif
malam,umum,positif
kopi,umum,positif
atmosfer,umum,positif
baik,umum,positif
terlalu,harga,negatif
mahal,harga,negatif
kopi,rasa,positif
enak,rasa,positif
makan,rasa,positif
tempat,rasa,positif
bagus,rasa,positif
kopi,rasa,positif
makan,rasa,positif
ringan,rasa,positif
oke,umum,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
adalah,kenyamanan,positif
tempat,kenyamanan,positif
baik,kenyamanan,positif
anda,kenyamanan,positif
gaul,kenyamanan,positif
teman,kenyamanan,positif
teman,kenyamanan,positif
kopi,rasa,positif
keprok,rasa,positif
baik,rasa,positif
suasana,umum,positif
bagus,umum,positif
kopi,rasa,positif
sangat,rasa,positif
bagus,rasa,positif
tempat,umum,positif
bagus,umum,positif
nyaman,umum,positif
lumayan,umum,positif
keren,umum,positif
ramah,pelayanan,positif
baik,pelayanan,positif
kopi,rasa,positif
kualitas,rasa,positif
tempat,rasa,positif
nikmat,rasa,positif
cangkir,rasa,positif
kopi,rasa,positif
luar,rasa,positif
biasa,rasa,positif
rekomendasi,rasa,positif
hanya,umum,negatif
suka,umum,negatif
suasana,umum,negatif
terlalu,umum,negatif
berisik,umum,negatif
cukup,harga,negatif
mahal,harga,negatif
suasana,umum,positif
bagus,umum,positif
santa,umum,positif
suasana,umum,positif
senang,umum,positif
mahal,harga,negatif
makan,rasa,netral
rasa,rasa,netral
rata,rasa,netral
rata,rasa,netral
porsi,rasa,netral
makan,rasa,netral
kurang,rasa,netral
rata,rasa,netral
rata,rasa,netral
tempat,umum,positif
bagus,umum,positif
tongkrong,umum,positif
terlalu,umum,negatif
ramai,umum,negatif
ada,umum,negatif
unjung,umum,negatif
batas,umum,negatif
daerah,umum,negatif
kedai,umum,positif
kopi,umum,positif
bagus,umum,positif
kopi,rasa,positif
dingin,rasa,positif
buat,rasa,positif
baik,rasa,positif
kota,rasa,positif
kopi,rasa,positif
enak,rasa,positif
makan,rasa,positif
enak,rasa,positif
baik,umum,positif
tempat,umum,positif
bagus,umum,positif
kopi,rasa,positif
enak,rasa,positif
buka,umum,netral
pagi,umum,netral
waktu,umum,netral
tepat,umum,netral
minum,umum,netral
kopi,umum,netral
minum,rasa,positif
makan,rasa,positif
bagus,rasa,positif
suka,umum,positif
tempat,umum,positif
tempat,umum,positif
bagus,umum,positif
santa,umum,positif
baru,umum,positif
favorit,umum,positif
tempat,umum,positif
suka,umum,positif
dingin,rasa,positif
putih,rasa,positif
karamel,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
bagus,kenyamanan,positif
gaul,kenyamanan,positif
luar,kenyamanan,positif
teman,kenyamanan,positif
teman,kenyamanan,positif
kopi,rasa,positif
anda,rasa,positif
coba,rasa,positif
sendiri,rasa,positif
anda,rasa,positif
tagih,rasa,positif
kopi,rasa,positif
enak,rasa,positif
suasana,umum,positif
sangat,umum,positif
bagus,umum,positif
layan,pelayanan,positif
baik,pelayanan,positif
tim,pelayanan,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
asik,kenyamanan,positif
bagus,umum,positif
tempat,umum,positif
bagus,umum,positif
potret,umum,positif
tempat,umum,positif
baik,umum,positif
tempat,umum,positif
pandang,umum,positif
tempat,umum,positif
baru,umum,positif
gaul,umum,positif
teman,umum,positif
teman,umum,positif
suasana,umum,positif
luar,umum,positif
biasa,umum,positif
rekomendasi,harga,negatif
mahal,harga,negatif
rekomendasi,pelayanan,negatif
layan,pelayanan,negatif
buruk,pelayanan,negatif
tempat,umum,positif
bagus,umum,positif
temu,umum,positif
keluarga,umum,positif
temu,umum,positif
bisnis,umum,positif
tempat,umum,positif
favorit,umum,positif
musik,umum,positif
langsung,umum,positif
bagus,umum,positif
tempat,umum,positif
bagus,umum,positif
kopi,rasa,positif
makan,rasa,positif
enak,rasa,positif
bagus,umum,positif
sekali,umum,positif
kopi,rasa,positif
enak,rasa,positif
suka,umum,positif
sekali,umum,positif
espressonya,rasa,positif
mantap,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
tempat,kenyamanan,positif
bagus,kenyamanan,positif
gaul,kenyamanan,positif
luar,kenyamanan,positif
cocok,umum,positif
pacar,umum,positif
nyaman,kenyamanan,positif
tempat,umum,positif
asik,umum,positif
ambien,umum,positif
bagus,umum,positif
suka,rasa,positif
menu,rasa,positif
dingin,rasa,positif
putih,rasa,positif
mahal,harga,negatif
rasa,rasa,positif
enak,rasa,positif
kopi,rasa,positif
baik,rasa,positif
kota,rasa,positif
tongkat,rasa,negatif
mozza,rasa,negatif
tidak,rasa,negatif
enak,rasa,negatif
tempat,umum,positif
bagus,umum,positif
suasana,umum,positif
senang,umum,positif
makan,rasa,positif
enak,rasa,positif
tempat,umum,positif
bagus,umum,positif
nikmat,umum,positif
waktu,umum,positif
luang,umum,positif
minum,rasa,netral
enak,rasa,netral
makan,rasa,netral
tempat,umum,positif
bagus,umum,positif
kumpul,umum,positif
tempat,umum,positif
bagus,umum,positif
minum,umum,positif
kopi,umum,positif
nikmat,pelayanan,positif
layan,pelayanan,positif
nikmat,umum,positif
tempat,umum,positif
makan,rasa,netral
layan,pelayanan,negatif
bagus,umum,positif
mantap,umum,positif
bagus,umum,netral
kumpul,umum,netral
nyamuk,umum,netral
tempat,umum,positif
tongkrong,umum,positif
bagus,umum,positif
belah,umum,positif
barat,umum,positif
surabaya,umum,positif
mantap,umum,positif
jiwa,umum,positif
suka,rasa,positif
kopi,rasa,positif
tubruk,rasa,positif
murah,harga,positif
arsitektur,umum,positif
keren,umum,positif
kopi,rasa,positif
enak,rasa,positif
tempat,umum,positif
bagus,umum,positif
tempat,umum,positif
bagus,umum,positif
aku,umum,positif
suka,umum,positif
kopi,rasa,positif
enak,rasa,positif
suasana,rasa,positif
senang,rasa,positif
kafe,umum,positif
sangat,umum,positif
keren,umum,positif
kedai,umum,positif
kopi,umum,positif
baik,umum,positif
tempat,umum,positif
bagus,umum,positif
makan,rasa,positif
enak,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
tempat,umum,positif
bagus,umum,positif
temu,umum,positif
bisnis,umum,positif
nyaman,kenyamanan,positif
harga,harga,negatif
mahal,harga,negatif
tempat,umum,positif
baik,umum,positif
giat,umum,positif
usaha,umum,positif
pernah,umum,positif
gagal,umum,positif
buat,umum,positif
kes,umum,positif
mahal,harga,negatif
tempat,umum,positif
oke,umum,positif
kafe,umum,positif
bagus,umum,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
minum,kenyamanan,positif
kopi,kenyamanan,positif
tempat,umum,positif
bagus,umum,positif
diskusi,umum,positif
santa,umum,positif
tempat,umum,positif
luas,umum,positif
kopi,rasa,positif
enak,rasa,positif
kopi,rasa,positif
baik,rasa,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
obrol,kenyamanan,positif
kopi,umum,positif
enak,umum,positif
nikmat,umum,positif
malam,umum,positif
cangkir,umum,positif
kopi,umum,positif
pandang,umum,positif
indah,umum,positif
suasana,umum,positif
senang,umum,positif
kedai,umum,positif
kopi,umum,positif
luas,umum,positif
baik,umum,positif
tempat,umum,positif
rekomendasi,umum,positif
tempat,umum,positif
bagus,umum,positif
remaja,umum,positif
tempat,umum,positif
tongkrong,umum,positif
asik,umum,positif
rasa,rasa,netral
biasa,rasa,netral
aja,rasa,netral
bagus,umum,positif
suka,umum,positif
dingin,umum,netral
kopi,rasa,positif
enak,rasa,positif
sangat,umum,positif
otentik,umum,positif
terlalu,umum,netral
ramai,umum,netral
tempat,umum,positif
bagus,umum,positif
suka,umum,positif
tempat,umum,positif
layan,pelayanan,negatif
buruk,pelayanan,negatif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
tempat,umum,positif
keren,umum,positif
mantap,umum,positif
tempat,kenyamanan,positif
nyaman,kenyamanan,positif
terlalu,harga,negatif
mahal,harga,negatif
